Date,Match,Competition,Duration,Team,Scheme,Goals,xG,Shots / on target,,,Passes / accurate,,,"Possession, %",Losses / Low / Medium / High,,,,Recoveries / Low / Medium / High,,,,Duels / won,,,Shots from outside penalty area / on target,,,Positional attacks / with shots,,,Counterattacks / with shots,,,Set pieces / with shots,,,Corners / with shots,,,Free kicks / with shots,,,Penalties / converted,,,Crosses / accurate,,,Deep completed crosses,Deep completed passes,Penalty area entries (runs / crosses),,,Touches in penalty area,Offensive duels / won,,,Offsides,Conceded goals,Shots against / on target,,,Defensive duels / won,,,Aerial duels / won,,,Sliding tackles / successful,,,Interceptions,Clearances,Fouls,Yellow cards,Red cards,Forward passes / accurate,,,Back passes / accurate,,,Lateral passes / accurate,,,Long passes / accurate,,,Passes to final third / accurate,,,Progressive passes / accurate,,,Smart passes / accurate,,,Throw ins / accurate,,,Goal kicks,Match tempo,Average passes per possession,Long pass %,Average shot distance,Average pass length,PPDA
2025-11-06,Xavier Musketeers - UCONN Huskies 7:0,United States. NCAA D1 Big East (W),105,UCONN Huskies,3-4-2-1 (100.0%),0,0.32,3,1,33.33,407,278,68.3,47.7,192,43,69,80,105,40,54,11,222,110,49.55,2,1,50,24,2,8.33,4,0,0,25,1,4,2,1,50,2,0,0,0,0,0,11,2,18.18,3,3,18,1,5,11,75,23,30.67,0,7,24,12,50,79,56,70.89,38,21,55.26,2,0,0,63,38,8,1,0,164,83,50.61,59,55,93.22,119,94,78.99,79,25,31.65,80,28,35,66,37,56.06,3,0,0,41,30,73.17,14,15.83,2.85,19.41,19.77,19.23,7.92
2025-11-06,Xavier Musketeers - UCONN Huskies 7:0,United States. NCAA D1 Big East (W),105,Xavier Musketeers,3-4-3 (100.0%),7,4.22,24,12,50,437,301,68.88,52.3,163,22,71,70,118,58,41,19,222,103,46.4,8,3,37.5,42,17,40.48,0,0,0,23,6,26.09,8,2,25,2,1,50,1,1,100,27,8,29.63,7,13,37,6,19,32,79,23,29.11,1,0,3,1,33.33,75,52,69.33,38,11,28.95,0,0,0,52,9,8,0,0,170,102,60,59,51,86.44,149,111,74.5,70,28,40,55,33,60,109,63,57.8,0,0,0,30,24,80,8,15.5,3.1,16.02,15.63,19.28,8.72
2025-10-26,Seton Hall Pirates - UCONN Huskies 0:1,United States. NCAA D1 Big East (W),96,UCONN Huskies,4-2-3-1 (100.0%),1,2.57,20,5,25,384,268,69.79,53.98,159,22,45,92,115,24,59,32,292,123,42.12,9,2,22.22,56,14,25,0,0,0,23,5,21.74,8,2,25,4,4,100,0,0,0,40,13,32.5,14,3,31,3,23,28,126,33,26.19,1,0,2,0,0,55,36,65.45,66,34,51.52,0,0,0,24,17,13,1,0,147,93,63.27,53,48,90.57,123,90,73.17,66,29,43.94,66,39,59.09,80,54,67.5,0,0,0,47,38,80.85,5,14.8,2.84,17.19,19.97,19.72,7.86
2025-10-26,Seton Hall Pirates - UCONN Huskies 0:1,United States. NCAA D1 Big East (W),96,Seton Hall Pirates,4-2-3-1 (100.0%),0,0.06,2,0,0,321,217,67.6,46.02,168,49,73,46,98,61,29,8,292,150,51.37,2,0,0,11,1,9.09,0,0,0,31,1,3.23,0,0,0,3,1,33.33,0,0,0,4,1,25,0,1,7,0,2,4,55,19,34.55,0,1,20,5,25,126,93,73.81,66,24,36.36,4,2,50,63,21,10,0,0,125,70,56,47,43,91.49,99,71,71.72,57,20,35.09,35,12,34.29,77,28,36.36,0,0,0,26,20,76.92,22,14.51,2.72,17.76,25.92,18.42,8.35
2025-10-22,DePaul Blue Demons - UCONN Huskies 0:1,United States. NCAA D1 Big East (W),99,UCONN Huskies,4-1-4-1 (100.0%),1,1.23,17,6,35.29,399,280,70.18,63.33,162,21,67,74,112,32,54,26,294,146,49.66,8,3,37.5,45,10,22.22,0,0,0,30,7,23.33,9,5,55.56,2,1,50,0,0,0,15,2,13.33,3,6,27,5,8,19,121,47,38.84,1,0,7,2,28.57,77,57,74.03,57,28,49.12,1,1,100,54,20,13,1,0,155,88,56.77,57,51,89.47,129,108,83.72,70,32,45.71,64,39,60.94,79,47,59.49,2,1,50,49,44,89.8,7,14.29,2.64,17.54,19.68,18.62,4.44
2025-10-22,DePaul Blue Demons - UCONN Huskies 0:1,United States. NCAA D1 Big East (W),99,DePaul Blue Demons,4-2-3-1 (100.0%),0,0.65,7,2,28.57,269,151,56.13,36.67,158,33,74,51,109,47,53,9,294,131,44.56,4,1,25,20,5,25,0,0,0,23,2,8.7,1,1,100,2,0,0,0,0,0,7,3,42.86,4,2,12,2,4,7,77,20,25.97,2,1,17,6,35.29,121,74,61.16,57,22,38.6,1,0,0,28,33,13,0,0,142,60,42.25,31,28,90.32,66,47,71.21,56,15,26.79,48,16,33.33,55,25,45.45,1,1,100,36,26,72.22,18,16.64,2.04,20.82,18.8,19.31,9.68
2025-10-18,UCONN Huskies - Villanova Wildcats 2:0,United States. NCAA D1 Big East (W),101,UCONN Huskies,4-2-3-1 (100.0%),2,2.47,20,9,45,348,239,68.68,51.83,158,32,67,59,108,65,33,10,240,116,48.33,8,2,25,39,13,33.33,0,0,0,19,7,36.84,4,3,75,5,1,20,0,0,0,10,1,10,2,10,27,8,4,22,81,29,35.8,0,0,13,2,15.38,71,48,67.61,70,28,40,2,0,0,58,44,7,0,0,161,94,58.39,45,42,93.33,107,81,75.7,79,38,48.1,61,28,45.9,88,55,62.5,1,0,0,40,29,72.5,8,13.84,2.25,22.7,17.54,22.22,6.58
2025-10-18,UCONN Huskies - Villanova Wildcats 2:0,United States. NCAA D1 Big East (W),101,Villanova Wildcats,4-2-3-1 (85.35%),0,0.91,13,2,15.38,301,181,60.13,48.17,183,27,69,87,100,40,41,19,240,116,48.33,7,1,14.29,41,8,19.51,0,0,0,28,5,17.86,4,2,50,1,1,100,0,0,0,27,6,22.22,6,3,27,2,18,11,71,23,32.39,0,2,20,9,45,81,52,64.2,70,35,50,3,1,33.33,46,14,8,1,0,150,77,51.33,35,32,91.43,75,49,65.33,63,30,47.62,52,17,32.69,77,44,57.14,1,0,0,46,37,80.43,17,12.88,2.09,20.93,18.36,20.21,7.82
2025-10-16,Butler Bulldogs - UCONN Huskies 0:2,United States. NCAA D1 Big East (W),99,UCONN Huskies,4-4-2 (100.0%),2,1.01,7,2,28.57,318,209,65.72,38.47,142,23,54,65,89,41,27,21,234,121,51.71,2,1,50,32,5,15.63,0,0,0,26,2,7.69,4,1,25,2,0,0,0,0,0,15,4,26.67,3,4,16,3,5,14,74,25,33.78,5,0,13,2,15.38,98,67,68.37,34,13,38.24,0,0,0,47,16,8,0,0,135,76,56.3,44,37,84.09,98,72,73.47,57,26,45.61,50,20,40,82,42,51.22,0,0,0,28,22,78.57,14,15.07,2.45,17.92,16.28,20.11,9.77
2025-10-16,Butler Bulldogs - UCONN Huskies 0:2,United States. NCAA D1 Big East (W),99,Butler Bulldogs,4-4-2 (100.0%),0,0.7,13,1,7.69,448,349,77.9,61.53,147,31,44,72,83,39,31,13,234,107,45.73,12,1,8.33,41,10,24.39,0,0,0,24,2,8.33,1,0,0,1,0,0,0,0,0,16,4,25,4,3,15,3,5,10,98,31,31.63,0,2,7,2,28.57,74,49,66.22,34,17,50,2,1,50,30,16,9,1,0,136,89,65.44,58,52,89.66,196,169,86.22,65,33,50.77,67,36,53.73,88,57,64.77,0,0,0,41,37,90.24,10,13.27,3.64,14.51,23.25,20.57,9.88
2025-10-12,UCONN Huskies - Marquette Golden Eagles 2:2,United States. NCAA D1 Big East (W),102,UCONN Huskies,4-3-3 (100.0%),2,3.04,21,8,38.1,414,304,73.43,58.27,163,22,71,70,124,37,61,26,288,159,55.21,12,4,33.33,49,16,32.65,0,0,0,22,5,22.73,6,3,50,4,1,25,0,0,0,11,3,27.27,3,13,23,0,6,19,100,43,43,1,2,8,3,37.5,98,75,76.53,58,31,53.45,3,3,100,58,24,12,0,0,153,100,65.36,66,56,84.85,145,115,79.31,71,35,49.3,68,40,58.82,78,57,73.08,0,0,0,41,34,82.93,6,14.52,2.88,17.15,19.77,21.03,3.74
2025-10-12,UCONN Huskies - Marquette Golden Eagles 2:2,United States. NCAA D1 Big East (W),102,Marquette Golden Eagles,4-3-3 (100.0%),2,1.67,8,3,37.5,288,162,56.25,41.73,179,35,85,59,103,48,48,7,288,115,39.93,5,1,20,25,5,20,0,0,0,28,1,3.57,5,0,0,2,0,0,1,1,100,13,3,23.08,3,5,15,2,8,10,98,23,23.47,0,2,21,9,42.86,100,57,57,58,19,32.76,1,1,100,46,11,10,0,0,134,65,48.51,28,18,64.29,82,64,78.05,45,16,35.56,45,23,51.11,78,36,46.15,0,0,0,44,38,86.36,15,14.1,1.97,15.63,18.3,20.74,6.71
2025-10-05,UCONN Huskies - Creighton Bluejays 1:0,United States. NCAA D1 Big East (W),102,UCONN Huskies,4-3-2-1 (100.0%),1,0.66,15,5,33.33,312,215,68.91,52.33,172,37,71,64,116,50,48,18,335,164,48.96,10,3,30,32,10,31.25,0,0,0,29,4,13.79,4,1,25,9,1,11.11,0,0,0,16,7,43.75,6,3,22,2,11,10,101,35,34.65,1,0,9,5,55.56,97,66,68.04,110,57,51.82,1,1,100,36,47,6,1,0,125,72,57.6,33,28,84.85,112,91,81.25,47,17,36.17,50,26,52,73,46,63.01,0,0,0,40,33,82.5,10,12.51,2.07,15.06,24.55,21.76,7.86
2025-10-05,UCONN Huskies - Creighton Bluejays 1:0,United States. NCAA D1 Big East (W),102,Creighton Bluejays,4-2-3-1 (100.0%),0,0.95,9,5,55.56,261,160,61.3,47.67,179,27,70,82,110,47,46,17,335,148,44.18,4,2,50,45,3,6.67,0,0,0,24,6,25,3,1,33.33,2,3,150,0,0,0,14,5,35.71,4,3,21,2,11,12,97,31,31.96,0,1,15,6,40,101,66,65.35,110,36,32.73,3,1,33.33,37,24,15,2,0,130,73,56.15,30,27,90,61,34,55.74,77,41,53.25,61,31,50.82,76,50,65.79,0,0,0,50,43,86,17,11.49,1.72,29.5,17.48,21.61,7.21
2025-10-02,Providence Friars - UCONN Huskies 0:1,United States. NCAA D1 Big East (W),94,UCONN Huskies,4-2-3-1 (100.0%),1,1.21,10,4,40,371,256,69,41.03,158,32,55,71,87,34,43,10,222,105,47.3,4,1,25,38,7,18.42,0,0,0,22,3,13.64,2,1,50,3,3,100,0,0,0,14,3,21.43,5,2,20,2,9,10,68,19,27.94,2,0,15,4,26.67,82,52,63.41,35,16,45.71,2,0,0,43,25,9,2,0,165,101,61.21,53,45,84.91,101,71,70.3,65,30,46.15,61,31,50.82,85,44,51.76,0,0,0,43,35,81.4,13,16.41,2.67,17.52,20.03,18.32,10.91
2025-10-02,Providence Friars - UCONN Huskies 0:1,United States. NCAA D1 Big East (W),94,Providence Friars,3-4-2-1 (100.0%),0,2.34,15,4,26.67,468,365,77.99,58.97,162,29,68,65,114,51,45,18,222,106,47.75,7,3,42.86,33,10,30.3,0,0,0,24,5,20.83,2,0,0,4,2,50,0,0,0,8,3,37.5,3,7,19,4,5,19,82,30,36.59,1,1,10,4,40,68,49,72.06,35,14,40,1,0,0,49,23,7,0,0,169,98,57.99,77,69,89.61,144,131,90.97,63,21,33.33,48,22,45.83,74,39,52.7,2,0,0,34,23,67.65,11,14.4,3.25,13.46,18.2,17.54,8.5
2025-09-27,Georgetown Hoyas - UCONN Huskies 2:0,United States. NCAA D1 Big East (W),94,UCONN Huskies,4-2-3-1 (100.0%),0,0.39,6,0,0,380,260,68.42,50.11,162,42,68,52,100,62,33,5,242,124,51.24,3,0,0,13,4,30.77,0,0,0,19,2,10.53,1,1,100,0,0,0,0,0,0,7,2,28.57,3,3,17,2,4,8,54,13,24.07,3,2,24,8,33.33,109,82,75.23,51,19,37.25,3,3,100,53,28,8,0,0,183,102,55.74,64,54,84.38,82,62,75.61,84,41,48.81,49,14,28.57,92,44,47.83,0,0,0,31,27,87.1,16,14.63,2.97,22.11,19.85,19.54,8.31
2025-09-27,Georgetown Hoyas - UCONN Huskies 2:0,United States. NCAA D1 Big East (W),94,Georgetown Hoyas,4-4-2 (24.9%),2,2.93,24,8,33.33,387,263,67.96,49.89,165,11,60,94,104,29,53,22,242,105,43.39,7,2,28.57,65,19,29.23,0,0,0,21,4,19.05,4,1,25,5,3,60,0,0,0,22,8,36.36,7,10,42,11,14,36,109,27,24.77,0,0,6,0,0,54,41,75.93,51,24,47.06,0,0,0,41,7,4,0,0,178,98,55.06,56,52,92.86,103,73,70.87,60,20,33.33,74,40,54.05,76,57,75,1,0,0,50,44,88,7,14.97,2.63,15.5,16.95,20.04,8.81
2025-09-25,UCONN Huskies - Xavier Musketeers 1:1,United States. NCAA D1 Big East (W),98,UCONN Huskies,4-3-2-1 (100.0%),1,0.31,6,1,16.67,285,158,55.44,40.33,178,40,68,70,106,54,44,8,299,141,47.16,3,0,0,28,2,7.14,0,0,0,29,4,13.79,3,1,33.33,2,1,50,0,0,0,15,1,6.67,1,3,22,3,7,9,106,23,21.7,1,1,20,5,25,108,77,71.3,55,29,52.73,4,3,75,51,27,8,1,0,148,72,48.65,34,25,73.53,65,37,56.92,80,32,40,49,18,36.73,76,35,46.05,0,0,0,48,35,72.92,21,13.05,2.02,28.07,18.63,21.07,11.27
2025-09-25,UCONN Huskies - Xavier Musketeers 1:1,United States. NCAA D1 Big East (W),98,Xavier Musketeers,4-2-3-1 (100.0%),1,1.17,20,5,25,464,330,71.12,59.67,167,26,61,80,124,46,51,27,299,147,49.16,13,3,23.08,51,18,35.29,1,1,100,17,1,5.88,2,1,50,2,0,0,0,0,0,27,11,40.74,13,6,35,3,20,21,108,31,28.7,1,1,6,2,33.33,106,83,78.3,55,21,38.18,2,1,50,57,8,9,1,0,174,95,54.6,60,56,93.33,157,123,78.34,69,23,33.33,75,36,48,90,56,62.22,1,1,100,35,30,85.71,7,14.36,3.36,14.87,21.71,19.61,4.09
2025-09-21,UCONN Huskies - St John's Red Storm 2:0,United States. NCAA D1 Big East (W),106,UCONN Huskies,4-2-3-1 (100.0%),2,3.71,19,7,36.84,389,274,70.44,55.17,168,22,56,90,101,31,49,21,271,122,45.02,7,0,0,41,9,21.95,3,2,66.67,26,5,19.23,11,5,45.45,8,0,0,1,0,0,21,7,33.33,6,8,26,3,11,22,110,29,26.36,2,0,3,3,100,94,61,64.89,39,19,48.72,5,2,40,66,19,18,1,0,163,97,59.51,61,51,83.61,114,94,82.46,67,31,46.27,71,35,49.3,83,62,74.7,1,0,0,40,28,70,2,14.12,2.78,17.22,15.87,21.34,4.83
2025-09-21,UCONN Huskies - St John's Red Storm 2:0,United States. NCAA D1 Big East (W),106,St John's Red Storm,4-2-3-1 (100.0%),0,0.04,3,1,33.33,359,226,62.95,44.83,172,43,63,66,87,44,29,14,271,145,53.51,3,1,33.33,26,2,7.69,0,0,0,31,1,3.23,2,0,0,5,1,20,0,0,0,4,0,0,0,1,7,1,1,4,94,33,35.11,0,2,19,7,36.84,110,81,73.64,39,17,43.59,1,1,100,46,18,13,0,0,159,85,53.46,63,55,87.3,61,42,68.85,66,30,45.45,52,25,48.08,93,41,44.09,3,1,33.33,37,27,72.97,12,16.04,2.6,18.38,29.62,16.54,8.64
2025-09-14,UCONN Huskies - Maine Blackbears 3:1,United States. NCAA D1 Non-conference matches (W),99,UCONN Huskies,4-2-3-1 (100.0%),3,1.66,10,5,50,385,260,67.53,44.86,160,15,64,81,114,38,51,25,314,166,52.87,4,1,25,44,7,15.91,0,0,0,25,2,8,6,1,16.67,3,0,0,1,1,100,16,4,25,4,10,29,4,7,20,127,40,31.5,1,1,12,4,33.33,121,96,79.34,37,19,51.35,1,0,0,37,12,8,1,0,165,98,59.39,57,50,87.72,93,66,70.97,71,35,49.3,65,32,49.23,87,55,63.22,0,0,0,38,32,84.21,11,16.16,2.55,18.44,17.91,20.4,7.69
2025-09-14,UCONN Huskies - Maine Blackbears 3:1,United States. NCAA D1 Non-conference matches (W),99,Maine Blackbears,4-2-3-1 (100.0%),1,1.24,12,4,33.33,451,325,72.06,55.14,164,38,72,54,112,56,48,8,314,139,44.27,6,3,50,30,8,26.67,0,0,0,21,4,19.05,3,1,33.33,1,1,100,0,0,0,7,0,0,1,2,13,4,4,8,121,25,20.66,0,3,10,5,50,127,87,68.5,37,15,40.54,2,2,100,69,21,8,1,0,177,106,59.89,55,46,83.64,135,111,82.22,70,24,34.29,49,16,32.65,71,23,32.39,0,0,0,48,37,77.08,9,15.4,3.01,15.52,21.47,17.84,5.39
2025-09-12,Rhode Island Rhody - UCONN Huskies 0:2,United States. NCAA D1 Non-conference matches (W),97,UCONN Huskies,4-1-3-2 (100.0%),2,2.44,14,6,42.86,385,260,67.53,54.2,176,15,89,72,124,57,50,17,351,175,49.86,4,0,0,44,12,27.27,0,0,0,25,2,8,4,2,50,2,1,50,0,0,0,20,10,50,10,1,24,4,13,17,142,45,31.69,5,0,14,5,35.71,102,74,72.55,66,39,59.09,2,1,50,35,10,7,0,0,186,106,56.99,47,41,87.23,101,73,72.28,77,36,46.75,58,24,41.38,84,49,58.33,0,0,0,39,32,82.05,15,14.16,2.47,20,13.71,21.77,6.64
2025-09-12,Rhode Island Rhody - UCONN Huskies 0:2,United States. NCAA D1 Non-conference matches (W),97,Rhode Island Rhody,4-1-4-1 (100.0%),0,1.16,14,5,35.71,341,227,66.57,45.8,169,24,61,84,127,46,65,16,351,165,47.01,10,4,40,41,13,31.71,0,0,0,22,1,4.55,2,0,0,1,1,100,0,0,0,14,4,28.57,4,3,22,4,8,12,102,28,27.45,1,2,14,8,57.14,142,97,68.31,66,23,34.85,3,1,33.33,47,14,9,1,0,164,96,58.54,43,37,86.05,103,73,70.87,72,27,37.5,83,38,45.78,73,54,73.97,0,0,0,25,18,72,9,14.84,2.47,21.11,22.07,21.82,5.81
2025-09-05,Yale Bulldogs - UCONN Huskies 0:1,United States. NCAA D1 Non-conference matches (W),104,UCONN Huskies,4-2-3-1 (100.0%),1,1.6,14,5,35.71,304,215,70.72,33.11,126,17,57,52,93,38,46,9,240,118,49.17,6,1,16.67,29,5,17.24,5,5,100,25,2,8,2,0,0,7,0,0,0,0,0,10,1,10,2,0,16,9,5,13,88,31,35.23,3,0,6,3,50,99,65,65.66,19,5,26.32,2,1,50,43,12,15,1,0,156,96,61.54,39,38,97.44,56,43,76.79,47,19,40.43,41,22,53.66,59,35,59.32,2,2,100,32,25,78.13,5,15.34,2.45,15.46,21.18,17.61,12.47
2025-09-05,Yale Bulldogs - UCONN Huskies 0:1,United States. NCAA D1 Non-conference matches (W),104,Yale Bulldogs,4-3-3 (100.0%),0,1.11,6,3,50,571,477,83.54,66.89,130,19,49,62,90,39,42,9,240,113,47.08,2,0,0,22,2,9.09,1,1,100,29,2,6.9,2,0,0,2,0,0,1,0,0,12,2,16.67,1,4,21,9,5,14,99,34,34.34,1,1,14,5,35.71,88,57,64.77,19,13,68.42,0,0,0,39,21,17,2,0,185,132,71.35,81,76,93.83,258,236,91.47,54,22,40.74,60,35,58.33,74,48,64.86,1,0,0,28,24,85.71,9,14.27,4.64,9.46,17.28,19.64,6.13
2025-08-31,Rutgers Scarlet Knights - UCONN Huskies 0:0,United States. NCAA D1 Non-conference matches (W),109,UCONN Huskies,4-3-2-1 (100.0%),0,0.47,9,3,33.33,401,291,72.57,46.58,118,20,43,55,85,38,38,9,253,104,41.11,3,1,33.33,41,7,17.07,0,0,0,23,2,8.7,6,1,16.67,3,0,0,0,0,0,16,1,6.25,2,7,23,3,8,13,109,23,21.1,5,0,12,4,33.33,98,61,62.24,28,11,39.29,3,2,66.67,33,15,14,4,0,169,106,62.72,65,58,89.23,98,76,77.55,58,32,55.17,56,27,48.21,85,46,54.12,1,1,100,35,31,88.57,9,16.7,2.82,14.46,20.04,18.89,11.93
2025-08-31,Rutgers Scarlet Knights - UCONN Huskies 0:0,United States. NCAA D1 Non-conference matches (W),109,Rutgers Scarlet Knights,4-2-3-1 (100.0%),0,0.3,12,4,33.33,401,285,71.07,53.42,146,21,55,70,109,55,40,14,253,146,57.71,9,3,33.33,32,10,31.25,0,0,0,31,0,0,3,1,33.33,4,0,0,0,0,0,5,1,20,1,5,15,3,5,7,98,37,37.76,1,0,9,3,33.33,109,86,78.9,28,16,57.14,4,4,100,42,9,10,1,0,176,96,54.55,48,43,89.58,125,107,85.6,54,18,33.33,53,26,49.06,83,41,49.4,1,1,100,34,28,82.35,9,14.57,2.75,13.47,24.15,18.92,7.51
2025-08-29,UCONN Huskies - Brown Bears 0:1,United States. NCAA D1 Non-conference matches (W),102,UCONN Huskies,4-2-3-1 (71.24%),0,0.54,5,2,40,405,292,72.1,60.03,163,25,73,65,111,55,41,15,287,146,50.87,3,1,33.33,27,4,14.81,0,0,0,29,1,3.45,4,1,25,4,0,0,0,0,0,17,3,17.65,2,1,20,2,11,5,100,31,31,0,1,10,3,30,110,80,72.73,42,21,50,5,3,60,38,23,6,0,0,163,103,63.19,56,46,82.14,129,102,79.07,78,36,46.15,53,30,56.6,77,42,54.55,1,0,0,38,29,76.32,13,12.47,2.77,19.26,18.54,21.44,7.57
2025-08-29,UCONN Huskies - Brown Bears 0:1,United States. NCAA D1 Non-conference matches (W),102,Brown Bears,4-3-1-2 (50.12%),1,0.85,10,3,30,302,192,63.58,39.97,162,27,55,80,99,34,49,16,287,128,44.6,2,2,100,43,9,20.93,1,0,0,20,1,5,5,1,20,1,0,0,0,0,0,10,1,10,2,2,16,9,5,14,110,30,27.27,0,0,5,3,60,100,69,69,42,17,40.48,6,4,66.67,38,27,13,1,0,153,88,57.52,40,32,80,75,54,72,59,24,40.68,56,32,57.14,76,43,56.58,1,1,100,47,39,82.98,9,13.97,1.99,19.54,17.19,19.05,7.16
2025-08-24,Texas A&M Aggies - UCONN Huskies 2:1,United States. NCAA D1 Non-conference matches (W),103,UCONN Huskies,4-2-3-1 (100.0%),1,0.64,8,2,25,358,253,70.67,53.83,125,27,50,48,92,53,32,7,272,121,44.49,4,1,25,27,3,11.11,0,0,0,25,3,12,3,1,33.33,4,0,0,0,0,0,16,3,18.75,3,1,19,1,11,6,95,23,24.21,1,2,15,2,13.33,102,66,64.71,41,20,48.78,0,0,0,44,11,13,1,0,155,98,63.23,55,46,83.64,101,85,84.16,71,33,46.48,50,28,56,72,38,52.78,0,0,0,46,35,76.09,13,13.55,2.54,19.83,25.62,19.97,8.03
2025-08-24,Texas A&M Aggies - UCONN Huskies 2:1,United States. NCAA D1 Non-conference matches (W),103,Texas A&M Aggies,4-2-3-1 (100.0%),2,1.78,15,2,13.33,313,217,69.33,46.17,139,18,53,68,109,37,54,18,272,136,50,5,0,0,36,10,27.78,0,0,0,24,5,20.83,6,3,50,6,2,33.33,0,0,0,14,1,7.14,2,8,20,5,4,23,102,36,35.29,1,1,8,2,25,95,72,75.79,41,15,36.59,5,3,60,45,9,10,1,0,141,81,57.45,49,45,91.84,85,71,83.53,52,21,40.38,60,31,51.67,81,49,60.49,2,2,100,32,27,84.38,4,13.81,2.28,16.61,16.37,22.56,6.88
2025-08-18,UCONN Huskies - Stony Brook Seawolves 1:0,United States. NCAA D1 Non-conference matches (W),95,UCONN Huskies,4-4-2 (34.19%),1,0.94,15,4,26.67,428,330,77.1,63.16,141,12,31,98,99,33,43,23,216,96,44.44,8,1,12.5,54,12,22.22,0,0,0,20,3,15,6,2,33.33,3,1,33.33,0,0,0,24,8,33.33,7,3,33,2,14,17,88,32,36.36,0,0,4,2,50,37,22,59.46,59,28,47.46,3,0,0,25,14,10,0,0,148,94,63.51,51,50,98.04,190,158,83.16,45,20,44.44,74,39,52.7,78,58,74.36,0,0,0,40,31,77.5,6,13.24,3.42,10.51,19.76,21.02,6.17
2025-08-18,UCONN Huskies - Stony Brook Seawolves 1:0,United States. NCAA D1 Non-conference matches (W),95,Stony Brook Seawolves,4-4-2 (100.0%),0,0.1,4,2,50,232,127,54.74,36.84,137,44,49,44,81,46,26,9,216,114,52.78,3,1,33.33,17,3,17.65,0,0,0,18,1,5.56,0,0,0,2,1,50,0,0,0,7,1,14.29,2,2,8,0,4,3,37,15,40.54,0,1,15,5,33.33,88,56,63.64,59,27,45.76,0,0,0,34,23,8,0,0,117,56,47.86,37,27,72.97,46,26,56.52,68,29,42.65,42,19,45.24,81,34,41.98,0,0,0,37,31,83.78,11,12.3,1.87,29.31,22.7,22.7,15.21
